1.978698652237653732e-03,9.948863387107849121e-01,3.134985221549868584e-03
9.972857236862182617e-01,2.140507567673921585e-03,5.737545434385538101e-04
9.988207221031188965e-01,1.137084676884114742e-03,4.214881846564821899e-05
1.250880741281434894e-04,4.091820446774363518e-04,9.994657635688781738e-01
2.417853393126279116e-04,9.996978044509887695e-01,6.048410432413220406e-05
3.985357582569122314e-01,5.496628880500793457e-01,5.180134251713752747e-02
5.241933837532997131e-02,8.402625322341918945e-01,1.073181405663490295e-01
1.699138920230325311e-05,3.701345849549397826e-05,9.999459981918334961e-01
9.982503056526184082e-01,1.684412476606667042e-03,6.520502938656136394e-05
9.871768355369567871e-01,1.265355851501226425e-02,1.696014369372278452e-04
9.980756044387817383e-01,1.904704258777201176e-03,1.963625982170924544e-05
8.042051922529935837e-05,2.412934263702481985e-04,9.996782541275024414e-01
9.854157542577013373e-05,1.161885520559735596e-04,9.997852444648742676e-01
3.999928594566881657e-04,9.994645714759826660e-01,1.354975975118577480e-04
9.922447800636291504e-01,7.433791644871234894e-03,3.213836462236940861e-04
9.987282156944274902e-01,1.135224127210676670e-03,1.365678908769041300e-04
6.264790426939725876e-03,9.917809367179870605e-01,1.954258885234594345e-03
9.232511511072516441e-04,3.059137985110282898e-02,9.684854149818420410e-01
8.870664238929748535e-02,2.542151510715484619e-02,8.858718872070312500e-01
2.610899880528450012e-02,9.732690453529357910e-01,6.218940252438187599e-04
9.968556165695190430e-01,3.090496407821774483e-03,5.385464100982062519e-05
9.884086251258850098e-01,1.145599596202373505e-02,1.354021514998748899e-04
6.540247122757136822e-04,9.965075850486755371e-01,2.838420215994119644e-03
1.104343980550765991e-01,8.776499629020690918e-01,1.191568467766046524e-02
9.831908345222473145e-01,1.665335148572921753e-02,1.557412761030718684e-04
9.990837574005126953e-01,8.985757012851536274e-04,1.770332164596766233e-05
5.606341641396284103e-03,9.828529953956604004e-01,1.154067274183034897e-02
1.321639574598520994e-04,9.998176693916320801e-01,5.019972013542428613e-05
9.962005019187927246e-01,3.765459172427654266e-03,3.401550929993391037e-05
7.103977799415588379e-01,2.816158831119537354e-01,7.986309938132762909e-03
9.992651343345642090e-01,7.183245033957064152e-04,1.649306977924425155e-05
9.991425275802612305e-01,7.941528456285595894e-04,6.333189958240836859e-05
9.987305998802185059e-01,9.229267016053199768e-04,3.465176268946379423e-04
7.360636955127120018e-04,1.152417855337262154e-03,9.981114864349365234e-01
2.013654708862304688e-01,5.085981488227844238e-01,2.900363802909851074e-01
9.951645135879516602e-01,4.754909314215183258e-03,8.057242666836827993e-05
9.957434535026550293e-01,3.868359373882412910e-03,3.881714947056025267e-04
9.298496297560632229e-04,3.920503426343202591e-03,9.951496720314025879e-01
