1.312131711156246106e-02,9.582250110355523542e-01,2.865367185288511878e-02
9.090692719890546281e-01,4.083286733350345588e-02,5.009786067744182586e-02
9.133893565856411323e-01,3.455481391997033275e-02,5.205582949438863904e-02
6.142444431656762576e-04,8.570586546803307323e-03,9.908151690100308606e-01
2.498651355187441261e-02,9.466445748203803356e-01,2.836891162774547379e-02
6.415894019919964331e-01,3.861649346115724607e-02,3.197941045468464805e-01
5.902121644760547486e-02,2.027744826597646377e-01,7.382043008926294503e-01
2.496725521883243551e-02,6.031702582071949564e-02,9.147157189604478988e-01
8.268305560608247839e-01,9.192284099057805580e-02,8.124660294859747944e-02
9.705288897132164916e-01,1.338714278504159715e-02,1.608396750174191300e-02
9.967004494689172267e-01,1.295676425497921998e-03,2.003874105584891197e-03
1.633464704353314152e-06,1.954851699514406001e-06,9.999964116835962091e-01
9.303664964071243549e-08,1.087915625266525404e-07,9.999997981717877460e-01
3.012838090235164801e-02,9.694179834938949636e-01,4.536356037533299129e-04
8.313197867475092817e-01,1.626939119217476470e-01,5.986301330743130228e-03
9.417338896692935002e-01,4.874546625847275133e-02,9.520644072233672150e-03
5.579908577929485608e-02,6.736488114517618087e-01,2.705521027689432589e-01
5.583565526097523934e-02,2.420396970790205174e-02,9.199603750311226014e-01
1.328423529878029410e-05,1.499737704675158621e-03,9.984869780600260647e-01
5.150856410260838958e-01,4.432285986367314745e-01,4.168576033718453949e-02
9.360608096956106738e-01,2.637086649707298669e-02,3.756832380731646437e-02
9.820927918286040947e-01,1.533336378151698223e-02,2.573844389878824149e-03
1.474383357466803879e-01,6.916995849556130116e-01,1.608620792977066005e-01
2.494381885611863803e-01,7.222965936113412422e-01,2.826521782747234632e-02
8.145884629672212052e-01,1.784742550553331808e-01,6.937281977445589748e-03
9.938289742513591873e-01,5.731857506877430578e-03,4.391682417634058789e-04
3.705115037116097233e-03,6.482345592969437353e-01,3.480603256659401401e-01
1.293227278837406381e-02,9.870374964570430842e-01,3.023075458278036138e-05
9.950694371418645767e-01,3.483537930134503365e-03,1.447024928000989084e-03
7.689513627969700726e-01,1.188541259096528024e-01,1.121945112933770833e-01
8.618192109158591130e-01,1.009909718746019869e-01,3.718981720953891401e-02
8.951542842105051356e-01,8.826925526118349630e-02,1.657646052831134725e-02
8.809097382330464132e-01,6.541999169221221488e-02,5.367027007474144129e-02
4.178602831578846766e-02,1.641745215931185164e-01,7.940394500910928910e-01
1.489075035906232795e-02,6.895745388884300109e-02,9.161517957520945998e-01
9.863514709309028072e-01,2.359830057571375445e-03,1.128869901152579867e-02
9.610823922510695061e-01,8.456140375869490924e-03,3.046146737306109492e-02
5.986902637757743860e-03,2.370195045854487648e-01,7.569935927767935668e-01
6.567336439326232518e-03,7.941696273736877920e-01,1.992630361869858480e-01
1.100865757945898452e-03,9.987174191907377541e-01,1.817150513163889815e-04
2.561115019228739700e-02,7.504021728066298481e-04,9.736384476349059236e-01
5.815594594643914289e-02,1.196691575250501821e-01,8.221748965285105015e-01
2.376392050911434058e-09,1.344416053740372982e-09,9.999999962791917829e-01
5.697075770512673859e-03,7.882488448864596875e-02,9.154780397408410764e-01
8.916597623924026328e-01,1.045282803632999330e-01,3.811957244297766410e-03
1.093262164702260009e-01,8.840219004659003454e-01,6.651883063873498432e-03
9.048503176568985229e-02,1.044450982891574099e-02,8.990704584053943460e-01
7.732571194823360285e-03,1.605451577105897285e-03,9.906619772280705893e-01
1.250286805403576923e-02,9.117212189438828052e-01,7.577591300208134928e-02
9.988101730205588558e-01,1.030616632889000362e-03,1.592103465519383390e-04
8.311558391787809211e-08,4.832263753146064719e-08,9.999998685617785821e-01
1.246961267570015075e-01,8.752679947082121492e-01,3.587853478635730583e-05
9.412438385802042173e-01,3.622986018789720736e-02,2.252630123189870368e-02
1.275260113454651512e-01,8.685612603091519279e-01,3.912728345382909638e-03
4.566972786526865558e-02,9.587541408720216818e-02,8.584548580475295232e-01
1.002913890464680532e-02,2.734896027203420066e-01,7.164812583750113095e-01
9.524475308423004938e-01,4.692111953709445643e-02,6.313496206050923975e-04
7.555503375131238375e-01,1.953748130446150699e-01,4.907484944226118972e-02
4.401057685488786605e-04,9.888558093928287995e-01,1.070408483862239982e-02
5.183923820783642444e-02,8.175210369628493901e-01,1.306397248293142133e-01
3.440023668782781208e-01,5.649475614529239076e-01,9.105007166879784675e-02
3.040946527626820770e-06,9.993763144447985747e-01,6.206446086736566725e-04
1.773224386603460684e-02,9.805186943937096444e-01,1.749061740256008073e-03
5.226645931250466920e-02,9.713106000361902692e-02,8.506024806838764496e-01
4.536871045402582673e-05,9.963080010975530199e-01,3.646630191992936837e-03
7.841179428578145399e-03,1.415847449050651186e-01,8.505740756663567881e-01
1.462727660734179647e-01,6.761027245489849014e-01,1.776245093775973560e-01
3.742574556356786930e-02,1.335386357218954489e-01,8.290356187145365707e-01
1.400689131526824309e-04,9.936236094364857552e-01,6.236321650361540195e-03
5.139086093246331838e-02,1.030428212717703490e-01,8.455663177957660759e-01
2.214471151547757477e-02,9.777956925202022642e-01,5.959596432009870234e-05
8.236106559525955273e-01,1.090471012236386983e-01,6.734224282376605197e-02
1.371887592379582906e-03,3.061244321512737038e-02,9.680156691924930445e-01
9.544474989328109726e-03,9.896174343036312493e-01,8.380907070407546053e-04
